Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
"Joshua-Engel|Joshua Engel|501|4|9|p|f|pp|""This study", for example, found that corn and wheat (major staples) were more efficient in organics," but that conventional potatoes and apples used less energy: <URL>"""" But """"more sustainable"""" is different from """"sustainable"""""," and organic farming still does a number on the environment.""|quora.json|felix"
"Joshua-Engel|Joshua Engel|501|4|9|p|cf|pp|""This study", for example, found that corn and wheat (major staples) were more efficient in organics," but that conventional potatoes and apples used less energy: <URL>"""" But """"more sustainable"""" is different from """"sustainable"""""," and organic farming still does a number on the environment.""|quora.json|felix"
Joshua-Engel|Joshua Engel|501|5|9|n|f|pp|It uses a lot of energy, and as long as that energy comes from fossil fuels, it's not going to be sustainable.|quora.json|felix
"Jim-Seidman|Jim Seidman|502|1|9|p|cp|pp|""The abstract of the article says"," """"However"," conventional potato and apple production was 7–93% more energy efficient than organic production.""""""|quora.json|felix"
"Jim-Seidman|Jim Seidman|502|2|0|nan|nan|nan|""Does """"93% more energy efficient"""" actually mean that it used only 7% as much energy as organic production"," i.e.""|quora.json|felix"
Jim-Seidman|Jim Seidman|502|3|9|n|f|pp|that in some cases organic farming was actually 14 times more energy intensive?|quora.json|felix
Joshua-Engel|Joshua Engel|507|1|0|nan|nan|nan|Yeah, it's definitely complicated.|quora.json|felix
Joshua-Engel|Joshua Engel|507|2|9|n|cf|g|I'm not a big fan of the monocultures for exactly that reason.|quora.json|felix
"Joshua-Engel|Joshua Engel|507|3|9|p|f|g|""Commercial """"organic"""" is deeply problematic but at least it can be better than the full-on industrial farming on that score.""|quora.json|felix"
"Joshua-Engel|Joshua Engel|507|3|9|n|cf|g|""Commercial """"organic"""" is deeply problematic but at least it can be better than the full-on industrial farming on that score.""|quora.json|felix"
Jack-Willis-9|Jack Willis|510|1|9|n|p|p|If there is a considerable decrease in input cost, why is it that organic food is much more expensive?|quora.json|felix
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|f|p|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|f|c|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|cf|c|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|f|p|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|cf|p|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|9|9|0|f|c|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|10|0|nan|nan|nan|Most supermarket/greengrocer tomatoes are grown in hydroponic systems in sealed greenhouses or similar constructions, which are closed-off against pests.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|10|9|p|f|c|Most supermarket/greengrocer tomatoes are grown in hydroponic systems in sealed greenhouses or similar constructions, which are closed-off against pests.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|11|9|0|f|c|These facilities are regularly sprayed and controlled, whether by organic or non-organic means.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|11|9|0|f|c|These facilities are regularly sprayed and controlled, whether by organic or non-organic means.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|11|9|0|cf|c|These facilities are regularly sprayed and controlled, whether by organic or non-organic means.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|12|0|nan|nan|nan|Especially in the U.S. tomatoes (among other foods) are being irradiated, with the 'intention' of reducing food poisoning and rendering larvae and eggs inert.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|12|0|nan|nan|nan|Especially in the U.S. tomatoes (among other foods) are being irradiated, with the 'intention' of reducing food poisoning and rendering larvae and eggs inert.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|13|9|n|p|p|Remember, you are paying a premium for organic food because of the absence of synthetic fertilisers, chemical sprays, insecticides and pesticides, among other measures.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|13|9|p|p|c|Remember, you are paying a premium for organic food because of the absence of synthetic fertilisers, chemical sprays, insecticides and pesticides, among other measures.|quora.json|abhilasha
Matthew-Petrucci|Matthew Petrucci|414|14|9|0|p|c|Nevertheless, organic foods are generally still sprayed for the sake of crop preservation, with substances on an 'permitted' list.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|2|9|0|gg|g|refined sugar) Papayas (from Hawaii) Canola Cotton (cottonseed oil) Dairy (conventional American cow’s milk and cheese) Zucchini/Yellow Squash Conventional Meat (They are fed GM corn & soy) GM corn, soy and canola oil are the cheapest for restaurants to purchase.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|3|9|0|gg|g|Ask your server about the oils they use to make your food – this is where GMOs are hidden in almost everything from salad dressings to soups to pan or deep fried items.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|4|0|nan|nan|nan|Know the exceptions: Ask if the cheese is imported.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|5|9|n|gg|or|A cheese from France means you are safe from rbGH – genetically engineered growth hormone and genetically modified ingredients, as this country has banned GMOs all together.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|5|9|n|gg|g|A cheese from France means you are safe from rbGH – genetically engineered growth hormone and genetically modified ingredients, as this country has banned GMOs all together.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|6|9|0|gg|g|Look out for these hidden GM ingredients: Amino Acids, Aspartame, Ascorbic Acid, Sodium Ascorbate, Vitamin C, Citric Acid, Sodium Citrate, Flavorings (“natural” and “artificial”), High Fructose Corn Syrup, Hydrolyzed Vegetable Protein, Lactic Acid, Maltodextrins, Molasses, Monosodium Glutamate, Sucrose, Textured Vegetable Protein (TVP), Xanthan Gum, Vitamins, Yeast Products.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|7|9|n|gg|g|Unless the sugar they use to make desserts is 100% pure cane, it’s likely from GM sugar beets Consider having the Non-GMO Shopping Guide in your purse or pocket that has a list of GM ingredients that you want to avoid and give it to your waiter or even call ahead.|quora.json|abhilasha
Michael-Graham-4|Michael Graham|415|8|0|nan|nan|nan|If more people did this, maybe restaurants would start to pay more attention to the products they buy.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|2|9|n|f|g|The organic rules were designed by large agribusinesses, imposing overhead requirements that small farmers find it hard to meet.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|3|9|n|f|g|And conversely, they allow processes that the founders of the organic movement find abhorrent: overcrowding, monoculture, poor nutrition safety created by extreme isolation rather than by care for the animals.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|5|9|n|cf|a|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|5|9|n|cf|c|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|5|9|n|cf|a|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|5|9|n|cf|c|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|416|6|9|p|f|p|And these processes are in fact subsidized, even for extremely wealthy agribusinesses, so that farmers wanting to practice more responsible farming (both for health and the environment) have their prices undercut by government support, as if the government were trying to drive the out of business.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|1|9|p|f|l|Suggest finding a local grower/farmer who will sell you their organic fruit and vegetables - and hopefully their grass-fed, free-range meat and poultry too.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|2|0|nan|nan|nan|Or they can recommend someone who can.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|ll|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|p|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|l|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|p|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|4|0|nan|nan|nan|I agree with Sarah's comment, stay away from packaged food if you can, it has overheads attached and so the price goes up.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|5|0|nan|nan|nan|And planning is key, especially when it comes to storage and figuring out how long you have to use the produce before it loses its freshness.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|6|9|n|g|g|You want to maximise the life of your organic stash.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|7|0|nan|nan|nan|Planning reduces wastage and helps your food purchase go further.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|8|0|nan|nan|nan|Also think about the old fashioned barter system.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|9|0|nan|nan|nan|Do you have a business that sells a product or service your local farmer may exchange for produce, e.g.|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|10|0|nan|nan|nan|hairdresser, accountant, clothing retailer?|quora.json|abhilasha
Rochelle-Foster|Rochelle Foster|421|11|0|nan|nan|nan|My sister is a hairdresser who exchanges haircuts for things like fresh eggs from her neighbour's hen house, home grown tomatoes and weekly house cleaning.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|1|0|nan|nan|nan|tl;dr: Absolutely on meat and eggs, possibly on dairy products, probably not on vegetables, and no way in hell on TV dinners.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|4|9|n|p|g|An organic vegetable is largely indistinguishable from a conventionally-grown one.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|5|9|0|g|g|It's still grown in vast monocultures, far away from where you live, in varieties designed to ship well and look like a Platonic ideal of the vegetable.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|6|9|n|p|c|They are still subjected to pesticides and fertilizers.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|8|0|nan|nan|nan|However, many people prefer them for non-taste reasons.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|9|0|nan|nan|nan|The pesticides they're subjected to are less effective, so they need to use more rotation and other techniques to avoid predators.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|10|0|nan|nan|nan|This dumps less dangerous pesticides into the environment and may be safer for workers.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|11|0|nan|nan|nan|If you want better flavor, however, you pick vegetable varieties grown to taste good rather than to ship.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|12|0|nan|nan|nan|That usually means eating locally, which implies seasonally.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|13|9|p|f|c|It's also unlikely to be organic, since that would forbid ever using any chemical fertilizers or pesticides, leaving land fallow for years that local farmers can't afford.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|13|9|n|f|p|It's also unlikely to be organic, since that would forbid ever using any chemical fertilizers or pesticides, leaving land fallow for years that local farmers can't afford.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|14|9|p|p|t|But it's going to be tastier, and probably healthier despite the occasional use of chemical pesticides (if done judiciously).|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|15|0|nan|nan|nan|The differences with animal products are more noticeable.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|16|9|n|cp|c|Animals packed in conventionally have to be given huge amounts of antibiotics to keep them from dying.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|17|9|n|cp|q|These crowded conditions yield bland meat and eggs, and are an ethical nightmare.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|18|0|nan|nan|nan|They have to be fed a slightly more diverse range of foods to keep them healthy.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|20|9|0|f|g|You will notice the difference with eggs, absolutely.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|21|9|p|f|t|The meat will be slightly more flavorful.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|22|9|0|f|g|It should be noticeable in milk, but organic milk is generally subjected to a different pasteurization process.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|23|9|p|p|t|The difference in processes will make a more noticeable flavor change than the underlying product.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|24|0|nan|nan|nan|The more processed the food is, the less the difference matters because it's been so thoroughly modified from its original state.|quora.json|abhilasha
Joshua-Engel|Joshua Engel|423|26|0|nan|nan|nan|As before, cooking it yourself (or having it cooked fresh) will make a bigger difference.|quora.json|abhilasha
Stephen-R-Morse|Stephen R Morse|425|1|9|p|p|t|Yes, organic food tastes the way the earth intended it.|quora.json|abhilasha
Stephen-R-Morse|Stephen R Morse|425|2|9|p|p|g|In which case, it is natural, and better for you on all levels.|quora.json|abhilasha
Stephen-R-Morse|Stephen R Morse|425|3|9|p|p|t|The taste of organic fruits and vegetables s the most natural thing you can taste.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|2|0|nan|nan|nan|Lets apply that logic here.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|3|9|0|p|g|Scenario 1: Take identical looking organic fruit(say apple) and non-organic fruit.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|3|9|0|cp|g|Scenario 1: Take identical looking organic fruit(say apple) and non-organic fruit.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|4|9|0|p|g|Remove their labels and put them on a table.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|4|9|0|cp|g|Remove their labels and put them on a table.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|5|0|nan|nan|nan|Ask people to taste it.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|6|9|0|p|t|See how many people rate organic apple as better tasting.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|6|9|0|cp|g|See how many people rate organic apple as better tasting.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|7|9|0|p|g|Scenario 2 : Again take identical looking organic and non-organic fruit(apple again!)|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|7|9|0|cp|g|Scenario 2 : Again take identical looking organic and non-organic fruit(apple again!)|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|8|9|0|p|g|and this time switch their labels.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|8|9|0|cp|g|and this time switch their labels.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|9|0|nan|nan|nan|Ask people to taste it.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|10|9|0|p|t|See how many people rate the 'organically labelled' apple ( which is non-organic actually) better tasting.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|11|9|0|p|g|Scenario 3 : Repeat scenario 1 but this time ask people if they can identify the organic fruit.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|12|0|nan|nan|nan|Look for correct response.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|13|9|0|p|t|Expected Result: If 9 out of 10 can correctly give any identification of better taste of organic food, we have a winner.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|14|0|nan|nan|nan|Else it's just another MYTH.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|15|0|nan|nan|nan|So now the question is have such studies been done?|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|16|0|nan|nan|nan|Not with organic food, but switching labels studies have been done with wine, soda etc extensively.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|17|9|0|p|t|Ref: 'You Are Not So Smart': Why We Can't Tell Good Wine From Bad In short: There is no evidence that organic food tastes better than non-organic ones.|quora.json|abhilasha
Ravi-Nagori-1|Ravi Nagori|432|17|9|0|cp|t|Ref: 'You Are Not So Smart': Why We Can't Tell Good Wine From Bad In short: There is no evidence that organic food tastes better than non-organic ones.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|1|0|nan|nan|nan|It makes much more of a difference how the food was grown.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|2|9|n|g|ll|There are ranches that produce grass-fed beef but don't go through the rigorous requirements to get the organic label.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|3|9|0|p|t|That's going to produce a bigger taste difference from typical supermarket beef than organic beef that's been finished (fattened) on organic corn.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|3|9|0|cp|t|That's going to produce a bigger taste difference from typical supermarket beef than organic beef that's been finished (fattened) on organic corn.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|4|9|p|p|t|Similar deal goes for milk.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|4|9|n|cp|t|Similar deal goes for milk.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|5|9|n|p|g|Almost no milk intended for drinking, organic or otherwise, uses rBGH.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|5|9|n|gg|g|Almost no milk intended for drinking, organic or otherwise, uses rBGH.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|6|9|0|p|g|So the difference is the use of medication and organic feed.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|7|9|0|p|g|Most organic milk comes from cows primarily eating organic grains.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|8|9|0|p|t|That's going to taste much the same as regular supermarket milk.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|8|9|0|cp|t|That's going to taste much the same as regular supermarket milk.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|9|9|0|p|g|But milk from grass-fed cows, whether organic or not, will taste dramatically different.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|9|9|0|cp|g|But milk from grass-fed cows, whether organic or not, will taste dramatically different.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|10|9|0|p|t|For vegetables, there isn't even a reason to expect any taste difference.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|11|0|nan|nan|nan|It'll make a much bigger difference buying locally from farmers' markets.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|12|9|n|f|p|And much of what you get at a farmers' market will be excellent but not organic, because compliance with the organic regime can be prohibitively expensive for a small farmer.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|14|9|0|f|l|Some organic products happen to also be locally-grown, grass-fed, etc.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|15|9|0|c|g|But such things are hardly required, and the big organic producers actually run quite similarly to their conventional counterparts.|quora.json|abhilasha
Jim-Seidman|Jim Seidman|434|15|9|0|cc|g|But such things are hardly required, and the big organic producers actually run quite similarly to their conventional counterparts.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|439|1|0|nan|nan|nan|I usually avoid subjective questions but I will make an exception for this one.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|439|2|9|0|p|ll|It is important to distinguish officially accredited Organic produce, a label that is usually given only after on-site checks by external assessors sent by an official accrediting body which reviewed the brand.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|439|3|9|n|p|c|Some food products are spuriously labelled, 'organic' which is according to someone's opinion could be just home-grown in a kitchen garden or by someone who does not use pesticides on the actual food itself but use pesticides directly or indirectly in the garden or that their neighbours do.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|439|4|9|p|p|t|Yes, organic produce do taste better.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|439|5|0|nan|nan|nan|If you want to know why, read my comment below.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|p|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|l|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|q|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|t|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|l|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|q|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|2|0|nan|nan|nan|Soil, which has food produced from it on a large scale, is usually depleted of some minerals and vitamins.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|3|0|nan|nan|nan|This fact directly affect the taste for me.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|4|0|nan|nan|nan|Also, the appearance of food corresponds to the taste for me too, we eat with our eyes mayhaps.|quora.json|abhilasha
Josephine-Gibbs|Josephine Gibbs|440|5|0|nan|nan|nan|The less perfect it looks, the richer the favour.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|1|0|nan|nan|nan|I agree with Josephine.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|2|9|p|p|l|Locally sourced organically produced food tastes better.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|2|9|p|p|t|Locally sourced organically produced food tastes better.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|3|9|0|f|c|The benefit of small local farms is that you can actually go to the farm and find out whether they use chemicals.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|4|9|0|f|a|Along with seeing how the animals are treated.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|5|9|n|c|ll|Just because something is labeled organic doesn't automatically make it better especially if you choose to buy your food from big box stores like Walmart or the others.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|6|9|0|c|l|They can not buy from small farms because they sell in such mass quantity that they have to buy from large corporate organic farms.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|7|9|0|p|t|So if you are buying from them you won't notice a taste difference.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|8|9|n|f|g|Even farmers markets can be deceiving.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|9|0|nan|nan|nan|People assume that every vendor there is a local farmer.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|10|0|nan|nan|nan|In a lot of cases you would be wrong.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|11|9|0|g|g|At our local farmers markets there are vendors who purchase their produce from the same places that the huge supermarkets do and charge just underneath what the local organic farmers do.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|12|9|n|c|t|So basically it is the same crap you can buy at the supermarket- no taste difference.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|13|0|nan|nan|nan|On the meat and dairy side consider how stress affects us.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|14|0|nan|nan|nan|Disease, health issues and the list goes on.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|15|0|nan|nan|nan|Now think about animals who are on a crappy diet of corn, (a cows digestive system can not digest corn), are crowded, mistreated, and miserable.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|17|0|nan|nan|nan|That is before they even add the hormones and antibiotics.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|18|0|nan|nan|nan|My advice is to get to know the small local farmers in your area.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|19|0|nan|nan|nan|Know where your food is coming from.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|20|0|nan|nan|nan|It will cost a bit more and you will only be able to buy produce when it is in season, but that is the way we are supposed to eat.|quora.json|abhilasha
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|21|9|n|gg|q|Not this overproduced genetically modified under nutritious stuff they keep pushing on us.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|1|0|nan|nan|nan|See my answer to this question: Are naturally-derived pesticides as harmful to one's health as synthetically-produced pesticides?|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|3|0|nan|nan|nan|Each chemical must be evaluated separately.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|4|9|p|f|c|Also remember that synthetically derived versions of organic chemicals, since they are identical, are equally safe.|quora.json|abhilasha
"Matan-Shelomi|Matan Shelomi|449|5|0|nan|nan|nan|""Hence the lack of any meaning to the phrase """"no artificial flavors"," since the natural flavors aren't any safer or riskier.""|quora.json|abhilasha"
Matan-Shelomi|Matan Shelomi|449|6|0|nan|nan|nan|I give an example of Roundup, an herbicide that leaves no residue on plants (safe to eat) but can cause minor eye irritation.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|7|9|0|f|c|The organic alternative, Pharm Solutions Weed Pharm, is corrosive, can cause permanent eye damage, causes skin sensitization, and is FATAL if swallowed or absorbed through the skin… but also leaves no residue.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|8|9|p|f|c|Both are equally harmless to the consumer!|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|9|0|nan|nan|nan|Again, each compound must be studied independently.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|10|0|nan|nan|nan|Fortunately, someone else has done that work for you.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|11|9|p|cp|s|In the US at least, any non-organic products used are thoroughly tested for safety.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|12|9|p|cp|g|If they caused problems for the consumer they wouldn't be legally sold.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|13|9|0|g|g|So don't fret over pesticides, organic or otherwise, from a health standpoint.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|13|9|0|cg|g|So don't fret over pesticides, organic or otherwise, from a health standpoint.|quora.json|abhilasha
Matan-Shelomi|Matan Shelomi|449|14|0|nan|nan|nan|Focus on food poisoning instead.|quora.json|abhilasha
